image_id,width,height,bbox,source
000000021868,640,480,"[567.23008, 242.94984, 30.41024, 44.65008]",4
000000021968,640,571,"[56.53983999999999, 68.52999249999999, 47.169920000000005, 52.690166999999995]",4
000000021968,640,571,"[40.72992, 50.180051000000006, 20.86976, 36.200258]",4
000000021993,640,427,"[274.78976, 181.209833, 86.84032, 93.430162]",4
000000022041,333,500,"[184.269879, 273.80999999999995, 122.470074, 135.96]",4
000000022072,640,480,"[323.6, 0.00024000000001933586, 196.30976, 143.12975999999998]",4
000000022072,640,480,"[227.02976, 2.6997599999999977, 100.54016000000001, 54.06]",4
000000022072,640,480,"[592.11008, 3.269999999999996, 47.889920000000004, 181.76015999999998]",4
000000022080,503,640,"[175.45998099999997, 5.749760000000023, 271.820194, 253.13024]",4
000000022104,500,500,"[0.0, 0.0, 114.08, 55.54]",4
000000022145,640,480,"[523.64, 28.240080000000006, 115.50016, 123.20015999999998]",4
000000022145,640,480,"[324.13984, 0.7701600000000042, 106.91008, 140.1]",4
000000022145,640,480,"[72.36992000000001, 0.0, 104.70016, 105.88992]",4
000000022150,500,400,"[213.73999999999998, 199.25, 159.44, 171.48000000000002]",4
000000022194,427,640,"[106.08985799999999, 315.72, 22.250116000000002, 31.72032]",4
000000022208,500,281,"[301.32, 251.75000749999998, 26.49, 29.24999250000002]",4
000000022226,640,480,"[349.48, 0, 152.09024, 183.37008]",4
000000022226,640,480,"[192.63968, 0.0, 139.72032000000002, 130.34976]",4
000000022275,640,426,"[303.35999999999996, 341.290113, 38.759679999999996, 39.039918]",4
000000022275,640,426,"[330.40000000000003, 401.85006, 45.24032, 24.149939999999997]",4
000000022360,640,426,"[400.47007999999994, 275.200047, 13.47008, 15.949866]",4
000000022360,640,426,"[397.42015999999995, 271.259973, 7.1398399999999995, 17.860049999999998]",4
000000022374,640,480,"[185.67008, 121.86000000000001, 61.88992, 61.89024]",4
000000022374,640,480,"[96.28032, 84.0, 62.119679999999995, 79.41984]",4
000000022374,640,480,"[95.39008000000001, 54.89016, 61.69984, 23.48976]",4
000000022446,640,480,"[315.34015999999997, 10.760159999999999, 109.77024, 123.76992000000001]",4
000000022447,640,391,"[358.08032, 215.73014449999997, 48.389759999999995, 80.33994299999999]",4
000000022447,640,391,"[574.70976, 255.2199715, 63.2, 56.980039]",4
000000022492,480,640,"[119.98992, 78.44032, 139.39007999999998, 161.11999999999998]",4
000000022492,480,640,"[307.78008, 5.750080000000004, 123.68015999999999, 77.66976]",4
000000022492,480,640,"[43.41984000000001, 168.78016, 45.6, 54.51008]",4
000000022545,504,640,"[449.630244, 244.51008, 54.369755999999995, 109.85984]",4
000000022593,480,640,"[247.20000000000002, 380.8, 43.68, 31.320320000000002]",4
000000022612,640,429,"[423.67968, 72.050121, 113.10015999999999, 161.430126]",4
000000022612,640,429,"[342.37984, 88.440066, 83.74976000000001, 101.099856]",4
000000022612,640,429,"[207.05984, 88.5900015, 95.31008, 80.72021099999999]",4
000000022612,640,429,"[59.710080000000005, 72.92013299999999, 95.15008, 116.959986]",4
000000022612,640,429,"[294.8, 73.3798065, 76.64, 60.110192999999995]",4
000000022636,640,427,"[298.84992, 221.02011050000002, 19.00032, 24.540117000000002]",4
000000022656,480,640,"[0.0, 189.68991999999997, 82.34016, 121.18976]",4
000000022656,480,640,"[0.00023999999999801958, 300.19968, 79.90992, 18.19008]",4
000000022690,640,478,"[242.76992, 0.0002389999999934389, 112.78976, 188.42999]",4
000000022696,640,480,"[60.009920000000015, 292.72008, 83.23008, 187.27992]",4
000000022696,640,480,"[318.65024, 331.58975999999996, 53.699839999999995, 119.18016]",4
000000022696,640,480,"[480.54016, 326.43023999999997, 54.56, 122.20992]",4
000000022696,640,480,"[550.4396800000001, 273.48983999999996, 69.87008, 182.43024]",4
000000022696,640,480,"[354.61984, 362.50991999999997, 38.96, 105.74976000000001]",4
000000022696,640,480,"[384.71007999999995, 350.23008, 37.40992, 71.06016]",4
000000022696,640,480,"[441.03007999999994, 367.15992, 43.32992, 102.66000000000001]",4
000000022708,500,375,"[317.54, 0.18993750000000276, 88.28999999999999, 45.889874999999996]",4
000000022863,640,478,"[258.98976, 273.920051, 28.84032, 32.120166000000005]",4
000000022863,640,478,"[309.53024, 340.700236, 28.68992, 50.279864]",4
000000022863,640,478,"[294.29024000000004, 270.030087, 16.49984, 27.999806]",4
000000022863,640,478,"[299.02976, 263.799835, 17.07008, 28.169974]",4
000000022863,640,478,"[318.09024000000005, 277.830091, 22.670080000000002, 18.870006]",4
000000022951,612,612,"[489.14038800000003, 247.13998200000003, 35.609832000000004, 44.280036]",4
000000022953,640,478,"[353.75008, 237.20009100000001, 70.43008, 82.44018200000001]",4
000000022953,640,478,"[515.09984, 102.690174, 17.29984, 19.949808]",4
000000022953,640,478,"[618.60992, 126.789978, 21.39008, 25.659996]",4
000000022953,640,478,"[443.15008, 118.070063, 18.09024, 15.329938]",4
000000022974,640,438,"[104.57024, 273.25987799999996, 59.18976, 89.769852]",4
000000023025,640,480,"[102.94016, 286.58976, 98.12992, 154.94016000000002]",4
000000023047,640,427,"[398.0799999999999, 141.6301355, 38.56, 71.189867]",4
000000023047,640,427,"[588.89984, 193.8501005, 51.10016, 115.339959]",4
000000023108,640,538,"[227.99968000000007, 148.85007400000006, 277.00032, 342.99974799999995]",4
000000023158,640,427,"[156.06016, 0.6398595, 59.349759999999996, 51.699879]",4
000000023158,640,427,"[409.06976000000003, 0.47994800000000737, 55.07008, 133.56986999999998]",4
000000023158,640,427,"[464.41983999999997, 2.940108500000008, 129.53984, 144.890067]",4
000000023280,612,612,"[8.239662, 310.309704, 25.320276, 46.780056]",4
000000023280,612,612,"[524.5299, 387.00003599999997, 23.069952, 44.650296]",4
000000023280,612,612,"[513.4300559999999, 322.780122, 29.880288, 28.8099]",4
000000023298,640,427,"[432.64992, 203.480018, 6.01024, 7.75005]",4
000000023298,640,427,"[436.21984000000003, 199.7499595, 3.93024, 6.080053]",4
000000023298,640,427,"[443.84, 203.179837, 5.76, 6.860182]",4
000000023298,640,427,"[448.90015999999997, 201.330073, 4.2899199999999995, 6.100122]",4
000000023311,407,640,"[54.909794500000004, 263.92992, 53.130187, 66.14976]",4
000000023315,640,480,"[473.67968, 246.56016000000005, 52.52032, 89.88]",4
000000023446,500,375,"[63.89, 288.4498125, 142.35999999999999, 75.820125]",4
000000023448,500,333,"[361.44, 0.7499159999999954, 110.75, 55.369908]",4
000000023448,500,333,"[48.64, 0.7499160000000025, 98.78, 36.669959999999996]",4
000000023451,640,424,"[93.38016, 125.05985999999999, 143.87008, 154.349992]",4
000000023538,640,428,"[381.30976, 200.10005800000002, 166.75007999999997, 158.98017199999998]",4
000000023538,640,428,"[299.37983999999994, 114.87006399999999, 127.50976, 109.77001599999998]",4
000000023570,640,427,"[0.0003200000000020964, 0, 153.02975999999998, 112.590079]",4
000000023735,612,612,"[371.769804, 0.0, 126.340056, 216.379944]",4
000000023893,375,500,"[172.1098125, 401.35999999999996, 40.600125, 47.82]",4
000000023984,457,640,"[433.53990500000003, 513.12, 23.370066, 82.68032]",4
000000024061,640,480,"[402.02016, 174.20015999999998, 25.95008, 28.56]",4
000000024081,640,480,"[393.47999999999996, 294.24984, 18.65024, 21.08016]",4
000000024086,640,417,"[422.50976, 244.0701, 56.25024, 88.670046]",4
000000024104,640,480,"[449.37023999999997, 369.92999999999995, 41.90976, 65.48016000000001]",4
000000024104,640,480,"[204.37984, 280.63991999999996, 26.30976, 53.249759999999995]",4
000000024105,640,480,"[124.32032000000002, 397.30008000000004, 73.52000000000001, 77.84016]",4
000000024112,640,480,"[166.62015999999997, 343.88975999999997, 42.570240000000005, 32.660160000000005]",4
000000024112,640,480,"[355.47008, 436.35, 100.01024, 43.64976]",4
000000024112,640,480,"[322.91999999999996, 439.88975999999997, 34.14976, 24.72]",4
000000024125,640,640,"[369.04, 0.0, 106.38976, 18.28992]",4
000000024175,426,640,"[126.679833, 450.39008000000007, 75.410094, 178.91008]",4
000000024371,480,640,"[373.32984, 2.1603199999999987, 106.66992, 224.86975999999999]",4
000000024371,480,640,"[15.879839999999994, 0.00032000000000032003, 85.56, 25.18976]",4
000000024385,500,375,"[98.6, 300.589875, 15.16, 39.6]",4
000000024385,500,375,"[182.51, 298.5999375, 18.34, 41.449875000000006]",4
000000024385,500,375,"[309.3, 313.4398125, 17.78, 21.160125]",4
000000024385,500,375,"[310.21999999999997, 332.470125, 23.07, 42.09]",4
000000024385,500,375,"[34.339999999999996, 343.2699375, 22.39, 31.729874999999996]",4
000000024385,500,375,"[146.57, 352.6299375, 21.95, 21.340125]",4
000000024402,640,478,"[298.04992, 72.229863, 97.92, 107.970162]",4
000000024411,640,480,"[379.89023999999995, 309.52008, 67.44, 79.83023999999999]",4
000000024411,640,480,"[318.09024, 228.89015999999995, 42.08, 74.38992]",4
000000024411,640,480,"[433.17984, 313.61016, 31.12, 75.51984]",4
000000024411,640,480,"[291.00992, 448.82016, 96.89984000000001, 31.179840000000002]",4
000000024411,640,480,"[395.36960000000005, 440.06016, 112.76032000000001, 39.939840000000004]",4
000000024411,640,480,"[586.5798399999999, 228.28007999999997, 51.82976, 83.84976]",4
000000024436,640,480,"[453.64991999999995, 209.12016, 23.80032, 30.6]",4
000000024498,500,375,"[195.25000000000003, 205.8901875, 28.32, 27.829875]",4
000000024507,640,426,"[366.44991999999996, 234.38008799999997, 18.20032, 37.379796]",4
000000024507,640,426,"[361.03968, 230.559933, 19.29024, 36.650058]",4
000000024507,640,426,"[450.28032, 248.82021000000003, 25.48992, 37.079892]",4
000000024507,640,426,"[420.19007999999997, 286.84986899999996, 38.239999999999995, 27.779886]",4
000000024507,640,426,"[447.33984000000004, 278.349891, 28.08, 47.800182]",4
000000024554,640,427,"[188.85984000000002, 338.359924, 51.96992, 88.160128]",4
000000024554,640,427,"[351.42976, 332.21005649999995, 50.73024, 94.000207]",4
000000024554,640,427,"[540.79008, 247.019927, 38.33024, 71.320102]",4
000000024554,640,427,"[522.90016, 191.79986, 27.919999999999998, 49.180152]",4
000000024554,640,427,"[572.31968, 168.3902255, 52.190079999999995, 19.849949]",4
000000024636,640,427,"[318.26016, 316.3901335, 27.55008, 32.929812999999996]",4
000000024636,640,427,"[340.88991999999996, 351.6001265, 30.11008, 35.649803]",4
000000024657,640,427,"[301.82016, 35.079758, 52.17024000000001, 41.330184]",4
000000024674,612,612,"[488.2202460000001, 458.91982800000005, 79.769916, 100.399824]",4
000000024689,640,427,"[428.68992, 250.7299165, 39.26016, 48.189939]",4
000000024689,640,427,"[332.44, 244.00018299999994, 39.69984, 50.450050000000005]",4
000000024689,640,427,"[319.61024, 250.86997250000002, 34.72, 50.149868999999995]",4
000000024716,640,479,"[74.05023999999999, 207.2597075, 87.05984000000001, 74.000231]",4
000000024734,640,425,"[0.0, 0.0, 182.30016, 51.22015]",4
000000024794,500,490,"[160.65, 325.429825, 94.11, 121.78999]",4
000000024842,612,612,"[408.61006199999997, 53.279801999999975, 96.180084, 194.16985200000002]",4
000000024842,612,612,"[56.689865999999995, 64.610064, 109.259748, 210.02004]",4
000000024842,612,612,"[159.95997000000003, 61.84994400000001, 29.51982, 171.650088]",4
000000024842,612,612,"[579.9002939999999, 24.12014400000001, 32.09970600000008, 171.069912]",4
000000024880,640,480,"[451.27007999999995, 305.00016000000005, 52.65984, 36.55008]",4
000000024939,640,480,"[536.65952, 284.90976, 26.44032, 39.020160000000004]",4
000000025009,480,640,"[121.70015999999998, 0, 143.18016, 186.27008]",4
000000025192,640,480,"[0.0, 0.0, 92.97024, 78.52992]",4
000000025192,640,480,"[245.08992, 0.0, 65.21984, 36.14016]",4
000000025192,640,480,"[472.10976, 2.4196799999999996, 51.92, 50.18016]",4
000000025192,640,480,"[504.89024000000006, 0.0, 132.73984000000002, 122.06975999999999]",4
000000025193,500,375,"[291.51000000000005, 0.0, 137.53, 82.56]",4
000000025325,480,640,"[0.060000000000016485, 88.00031999999999, 155.61023999999998, 193.56992000000002]",4
000000025425,640,574,"[63.489920000000005, 424.66988200000003, 80.33023999999999, 129.570168]",4
000000025425,640,574,"[0.0, 443.04993600000006, 65.77024, 130.950064]",4
000000025521,640,480,"[285.20032000000003, 0, 134.52992, 65.65008]",4
000000025521,640,480,"[470.28992000000005, 1.0802399999999999, 100.32, 59.31984]",4
000000025521,640,480,"[82.29024, 0, 108.46016, 66.08016]",4
000000025525,500,375,"[23.600000000000023, 59.8299375, 196.33999999999997, 117.97987499999999]",4
000000025595,640,480,"[480.79008, 292.45992000000007, 50.62976, 66.42]",4
000000025628,640,480,"[267.43968, 304.36992, 14.22016, 25.65984]",4
000000025673,640,480,"[0.0003200000000020964, 0, 131.6, 87.37008]",4
000000025673,640,480,"[396.94016, 0.75, 105.71008, 66.87984]",4
000000025722,612,612,"[492.370218, 177.88024800000002, 38.459916, 24.079752]",4
000000025722,612,612,"[341.55995399999995, 142.950348, 26.560188, 29.36988]",4
000000025746,640,480,"[96.50976000000001, 269.70000000000005, 28.84032, 38.069759999999995]",4
000000025746,640,480,"[145.27967999999998, 250.67976000000002, 21.640320000000003, 32.12016]",4
000000025746,640,480,"[298.77024, 136.66008, 15.120000000000001, 12.15024]",4
000000025746,640,480,"[298.72, 123.35016000000002, 13.98016, 11.36016]",4
000000025807,640,426,"[212.44991999999996, 266.660238, 113.96991999999999, 92.949792]",4
000000025860,640,480,"[541.82016, 445.46016, 98.17983999999998, 34.53984]",4
000000025860,640,480,"[481.43008, 182.96976000000004, 12.339839999999999, 22.99008]",4
000000025860,640,480,"[93.68991999999999, 231.02015999999998, 28.24, 25.65984]",4
000000025860,640,480,"[442.30976000000004, 191.74008, 7.74016, 13.669920000000001]",4
000000025860,640,480,"[449.68992000000003, 186.66984, 9.68, 19.47984]",4
000000026052,640,480,"[45.19999999999999, 35.089920000000006, 91.48032, 174.33983999999998]",4
000000026052,640,480,"[265.07039999999995, 30.46968000000001, 89.50976, 198.20015999999998]",4
000000026052,640,480,"[341.38016, 19.83, 57.18975999999999, 149.24976]",4
000000026131,640,427,"[515.9100800000001, 210.14015049999998, 35.53984, 27.559861]",4
000000026131,640,427,"[105.46016, 71.73984300000001, 59.37984, 47.010138]",4
000000026131,640,427,"[95.06016, 287.819777, 37.45984, 28.480045999999998]",4
000000026147,640,424,"[106.82016, 308.75998, 8.17984, 13.079976]",4
000000026260,512,640,"[407.01977600000004, 467.19008, 61.680128, 129.98976000000002]",4
000000026260,512,640,"[2.259967999999999, 186.44, 27.820032, 56.51008]",4
000000026294,640,480,"[271.0, 0.269999999999996, 40.389759999999995, 63.999840000000006]",4
000000026297,500,375,"[194.04, 33.990187500000005, 36.46, 49.669875]",4
000000026445,640,426,"[277.95008, 81.36003600000001, 30.880000000000003, 31.95]",4
000000026466,640,427,"[216.38016, 245.61018650000003, 12.06016, 16.159815]",4
000000026466,640,427,"[230.28992, 244.6101525, 12.94976, 17.329795]",4
000000026577,640,480,"[79.79008, 137.71992, 14.91968, 23.22]",4
000000026583,640,427,"[313.53023999999994, 331.779854, 82.51008, 95.220146]",4
000000026583,640,427,"[211.70976000000002, 336.3199315, 81.53024, 90.679855]",4
000000026611,640,480,"[492.37023999999997, 1.0797600000000003, 109.52, 83.24015999999999]",4
000000026655,480,640,"[408.26976, 382.41023999999993, 71.73024, 257.58976]",4
000000026676,640,427,"[376.44032000000004, 0.25982949999999505, 142.06976, 114.380063]",4
000000026801,469,640,"[54.52992649999999, 433.28992, 182.239799, 170.76032]",4
000000026801,469,640,"[0, 275.96, 14.180215, 76.41024]",4
000000026801,469,640,"[339.329942, 360.93984, 111.680156, 136.01984]",4
000000026828,640,640,"[145.26015999999998, 447.38016000000005, 340.84992, 182.65024]",4
000000026833,640,426,"[463.32992, 361.85994900000003, 58.4, 58.399913999999995]",4
000000026833,640,426,"[205.82016000000002, 329.019822, 54.57024, 89.989944]",4
000000026833,640,426,"[136.72992, 296.499834, 50.41984, 84.589968]",4
000000026833,640,426,"[500.08, 345.63999900000005, 35.48032, 52.440174]",4
000000026833,640,426,"[180.80032, 305.559789, 49.36, 88.15005]",4
000000026913,640,457,"[195.87967999999998, 295.5599515, 22.68032, 62.90010900000001]",4
000000026913,640,457,"[284.15968000000004, 323.5100715, 31.71008, 79.269849]",4
000000026913,640,457,"[366.20032, 283.960149, 19.29984, 35.01991]",4
000000026992,640,480,"[365.25023999999996, 278.12976000000003, 21.249920000000003, 40.51008]",4
000000026992,640,480,"[334.0998400000001, 366.22968, 20.92032, 30.68016]",4
000000026992,640,480,"[294.07968, 334.93008, 22.97024, 48.819840000000006]",4
000000026992,640,480,"[343.60992, 322.84008, 18.70016, 17.91984]",4
000000026992,640,480,"[0.0, 437.11008000000004, 40.32, 42.88991999999996]",4
000000027142,500,300,"[345.92, 196.84995, 78.78, 89.90010000000001]",4
000000027142,500,300,"[90.24000000000001, 225.0099, 76.45, 72.57000000000001]",4
000000027142,500,300,"[253.58999999999997, 198.40005, 34.98, 98.1999]",4
000000027142,500,300,"[2.6999999999999993, 227.07014999999998, 57.78, 71.43990000000001]",4
000000027146,640,238,"[376.22016, 134.119902, 45.169920000000005, 65.180108]",4
000000027146,640,238,"[261.97024000000005, 130.789925, 26.73984, 45.919958]",4
000000027151,640,599,"[8.34976, 316.27978700000006, 33.04, 25.05018]",4
000000027285,640,427,"[504.66016, 114.8098385, 24.499840000000003, 16.070145]",4
000000027285,640,427,"[487.60032, 117.740126, 19.749760000000002, 13.740006]",4
000000027285,640,427,"[583.2899199999999, 115.140123, 4.54976, 10.710014]",4
000000027285,640,427,"[588.32, 110.1401665, 16.14976, 15.299837]",4
000000027285,640,427,"[472.74976000000004, 119.75001499999999, 9.370239999999999, 12.880028]",4
000000027285,640,427,"[548.9500800000001, 106.050147, 19.07008, 21.589974]",4
000000027285,640,427,"[520.47008, 118.3099575, 13.96032, 11.040085]",4
000000027285,640,427,"[567.45024, 108.93986950000001, 14.44992, 17.779853000000003]",4
000000027285,640,427,"[534.76, 117.61992550000001, 12.499839999999999, 10.999946999999999]",4
000000027451,640,425,"[499.05024000000003, 227.13019999999997, 26.300159999999998, 32.7998]",4
000000027510,640,480,"[114.10016, 301.51992, 40.73024, 58.570080000000004]",4
000000027510,640,480,"[591.93984, 324.97992, 48.060159999999996, 56.17008]",4
000000027544,640,427,"[115.08991999999998, 16.259732999999997, 125.24032, 106.240162]",4
000000027717,375,500,"[34.760062500000004, 3.6499999999999915, 129.469875, 143.59]",4
000000027742,640,480,"[411.74976000000004, 397.16976, 60.49024, 56.110079999999996]",4
000000027742,640,480,"[350.13024, 362.91, 37.619839999999996, 35.62992]",4
000000027742,640,480,"[354.74016, 357.62976, 34.22016, 10.319999999999999]",4
000000027742,640,480,"[509.35008, 348.75, 42.78976, 15.63984]",4
000000027742,640,480,"[601.1097599999999, 357.13991999999996, 38.89024, 33.759840000000004]",4
000000027742,640,480,"[565.73024, 362.82984, 35.96992, 28.11984]",4
000000027769,640,489,"[490.09024000000005, 20.890079999999998, 123.61984, 87.520242]",4
000000027776,425,640,"[261.37988750000005, 173.36991999999998, 90.210075, 127.02016]",4
000000027792,640,480,"[69.93983999999999, 358.62023999999997, 30.300159999999998, 47.48976]",4
000000027859,640,425,"[55.67040000000001, 226.550075, 14.279679999999999, 19.1199]",4
000000027907,480,640,"[132.72984, 208.97024000000002, 12.56016, 17.37984]",4
000000028154,480,640,"[0.00023999999999979593, 503.68992000000003, 28.259999999999998, 74.80000000000001]",4
000000028239,500,375,"[413.31, 226.23, 24.42, 19.02]",4
000000028239,500,375,"[408.4, 210.06018749999998, 31.09, 21.409875]",4
000000028253,640,480,"[387.12, 189.64991999999998, 9.85984, 16.27008]",4
000000028253,640,480,"[408.01984, 187.02, 10.33984, 15.91008]",4
000000028288,640,426,"[38.11967999999999, 0.09009899999998083, 297.34016, 317.360202]",4
000000028288,640,426,"[3.9497599999999977, 0.4801020000000005, 69.74016, 22.01994]",4
000000028320,640,478,"[406.62016, 20.739703, 24.700160000000004, 28.600174]",4
000000028320,640,478,"[158.97984000000002, 1.070003000000007, 154.67007999999998, 116.010122]",4
000000028343,409,500,"[50.559966499999994, 78.73, 120.230049, 164.04]",4
000000028463,612,612,"[320.19992999999994, 34.829837999999995, 141.37016400000002, 172.62990000000002]",4
000000028463,612,612,"[111.62023200000002, 37.659726000000006, 118.75003199999999, 158.730156]",4
000000028517,640,426,"[271.86976, 309.05000700000005, 66.20992, 116.94999299999995]",4
000000028517,640,426,"[238.56991999999997, 289.629945, 52.84032, 136.369842]",4
000000028517,640,426,"[0.6396800000000056, 388.32008700000006, 69.58015999999999, 37.67991299999994]",4
000000028682,640,480,"[458.18016, 259.74984, 20.129920000000002, 43.98]",4
000000028782,480,640,"[291.69984, 290.2, 51.76992, 43.6]",4
000000028782,480,640,"[290.40984, 335.24, 45.70992, 27.560319999999997]",4
000000028782,480,640,"[209.45015999999998, 267.64032000000003, 58.18992, 39.889920000000004]",4
000000028782,480,640,"[242.48015999999996, 298.31007999999997, 43.27008, 42.96]",4
000000028782,480,640,"[342.07032, 318.45984, 49.839839999999995, 44.62016]",4
000000028797,640,428,"[107.07008, 150.080126, 75.64032, 172.059852]",4
000000028797,640,428,"[591.96, 74.5897, 17.63008, 42.430208]",4
000000028797,640,428,"[160.12992, 82.06985600000002, 58.04032, 120.13018399999999]",4
000000028797,640,428,"[578.7500799999999, 56.259744, 18.04032, 57.000184]",4
000000028864,500,384,"[433.19, 1.7301119999999912, 64.72, 117.35001600000001]",4
000000028864,500,384,"[159.32, 0.0, 41.97, 26.360064]",4
000000029161,640,480,"[0.27967999999999904, 106.88976, 18.09024, 26.23008]",4
000000029176,606,640,"[436.239705, 312.95008, 25.610166, 38.700160000000004]",4
000000029320,612,612,"[218.23002, 350.709966, 113.639832, 90.369756]",4
000000029320,612,612,"[314.870328, 408.849966, 139.11984, 103.30009199999999]",4
000000029377,640,426,"[161.9296, 296.650212, 19.90016, 18.589788000000002]",4
000000029377,640,426,"[175.49024, 286.970001, 35.64992, 26.679954000000002]",4
000000029559,640,361,"[73.87008, 169.87992150000002, 22.94016, 39.020129000000004]",4
000000029801,640,480,"[194.8896, 376.56984, 78.41024, 103.42992]",4
000000029801,640,480,"[257.09984000000003, 330.57, 56.54975999999999, 68.19984]",4
000000029801,640,480,"[337.84992, 201.64008, 8.03008, 10.239840000000001]",4
000000029891,640,480,"[0.0, 406.82016, 91.48032, 66.72]",4
000000029931,640,480,"[484.62016, 353.31984, 12.97024, 18.43008]",4
000000029931,640,480,"[470.9504, 382.11, 28.57984, 39.109919999999995]",4
000000029931,640,480,"[430.72, 358.60992000000005, 14.879999999999999, 17.429759999999998]",4
000000029942,480,640,"[433.8, 233.53984, 24.190080000000002, 35.98976]",4
000000030038,640,429,"[511.52992000000006, 412.670115, 68.57024, 16.259957999999997]",4
000000030038,640,429,"[283.02976, 368.8299615, 71.31008, 54.600117]",4
000000030073,576,640,"[363.870144, 104.15039999999999, 72.91008, 95.87968000000001]",4
000000030073,576,640,"[434.17036800000005, 358.69984, 106.209792, 80.30016]",4
000000030073,576,640,"[320.37984, 356.73984, 66.04992, 21.059839999999998]",4
000000030073,576,640,"[0.0, 148.9904, 43.069824, 54.89984]",4
000000030073,576,640,"[0.0002879999999976235, 357.74976, 57.76992, 39.42016]",4
000000030276,640,480,"[194.79967999999997, 241.72008000000002, 177.58016, 237.85008]",4
000000030361,375,500,"[83.14987500000001, 277.53000000000003, 137.07, 124.72]",4
000000030387,640,427,"[100.36000000000001, 391.5498195, 40.360319999999994, 35.449967]",4
000000030389,500,375,"[165.83, 274.330125, 25.37, 17.52]",4
000000030389,500,375,"[199.88, 261.049875, 13.979999999999999, 29.819999999999997]",4
000000030391,640,426,"[54.99968, 233.89998599999998, 35.470079999999996, 44.540003999999996]",4
000000030391,640,426,"[37.430080000000004, 220.71997199999998, 29.85024, 41.730108]",4
000000030462,500,355,"[0.0, 2.559904999999997, 82.44, 42.73987]",4
000000030462,500,355,"[446.30999999999995, 0.0, 53.690000000000005, 127.56996]",4
000000030711,640,426,"[5.040320000000001, 178.29974399999998, 26.14976, 24.880104]",4
000000030805,640,480,"[51.78016000000002, 33.50999999999999, 487.55008, 372.13008]",4
000000030836,500,375,"[146.26000000000002, 185.87006250000002, 36.76, 54.730125]",4
000000030855,500,333,"[389.87, 1.269895500000004, 108.50999999999999, 154.899945]",4
000000030947,500,375,"[435.14, 142.56, 48.300000000000004, 70.59]",4
000000030947,500,375,"[164.67, 153.2398125, 43.94, 27.130125]",4
000000031016,500,375,"[198.66, 140.689875, 40.419999999999995, 55.17]",4
000000031061,427,640,"[30.640025500000004, 313.15039999999993, 13.369797, 23.749760000000002]",4
000000031061,427,640,"[42.8001315, 316.06976, 8.789795, 14.30016]",4
000000031135,640,480,"[375.83968, 0.10007999999999129, 118.12032, 162.15024]",4
000000031135,640,480,"[59.33024, 0.00023999999999801958, 99.23007999999999, 116.48976]",4
000000031187,640,480,"[593.35968, 86.89008000000001, 24.620160000000002, 26.23008]",4
000000031188,640,424,"[318.9104, 203.68006, 27.699840000000002, 45.800056000000005]",4
000000031286,500,375,"[20.700000000000003, 0, 74.53999999999999, 34.720125]",4
000000031368,427,640,"[0.00021349999999742408, 425.33984, 54.869927000000004, 133.34976]",4
000000031368,427,640,"[97.1200825, 288.91967999999997, 56.600131000000005, 82.46015999999999]",4
000000031532,640,427,"[243.15007999999997, 312.3502865, 19.56992, 34.169821]",4
000000031532,640,427,"[218.64000000000001, 313.5697985, 22.54976, 22.780023]",4
000000031532,640,427,"[239.3104, 306.9401965, 22.41984, 29.349845000000002]",4
000000031536,640,480,"[123.93984000000002, 108.52008, 16.81024, 25.81008]",4
000000031536,640,480,"[161.37984, 117.43008, 21.6, 18.0]",4
000000031536,640,480,"[140.14976000000001, 110.47968000000002, 17.96992, 22.34016]",4
000000031561,500,400,"[107.96000000000001, 171.33999999999997, 29.81, 49.04]",4
000000031590,640,427,"[192.96992, 382.07020600000004, 30.68992, 44.899904]",4
000000031621,640,478,"[487.4096, 295.799784, 50.01024, 71.87016799999999]",4
000000031621,640,478,"[301.67008000000004, 316.28017199999994, 50.8, 77.84994800000001]",4
000000031621,640,478,"[179.81024, 413.51015199999995, 76.24, 64.48984800000001]",4
000000031621,640,478,"[352.52, 385.25007500000004, 64.44992, 92.67989800000001]",4
000000031745,500,347,"[469.92999999999995, 140.0400045, 26.450000000000003, 56.800083]",4
000000031796,640,480,"[103.17984000000001, 87.90023999999998, 159.50016, 221.07984000000002]",4
000000031798,640,484,"[255.88992000000002, 176.349998, 13.280000000000001, 20.7999]",4
000000031798,640,484,"[235.7904, 174.030186, 12.43968, 16.740108]",4
000000031980,500,333,"[408.58000000000004, 2.2399245000000008, 86.8, 70.349913]",4
000000031994,480,640,"[417.88008, 202.28032000000002, 62.11991999999998, 106.97984]",4
000000032074,640,480,"[53.04992, 284.77008, 10.11008, 23.11008]",4
000000032095,640,496,"[437.90016, 275.18997600000006, 71.37024, 32.650192]",4
000000032095,640,496,"[460.14976, 415.610056, 96.41984000000001, 58.229904000000005]",4
000000032095,640,496,"[574.45984, 399.74003999999996, 41.960319999999996, 73.700144]",4
000000032095,640,496,"[384.63007999999996, 415.86004, 50.32, 56.989904]",4
000000032095,640,496,"[304.80992000000003, 419.480096, 85.90016, 52.180192000000005]",4
000000032095,640,496,"[442.88032000000004, 307.790072, 69.24992, 35.250223999999996]",4
000000032126,640,427,"[0.0003200000000020964, 0.0002135000000009768, 78.0, 96.049807]",4
000000032625,612,612,"[392.08024800000004, 177.64983, 113.51987999999999, 235.949868]",4
000000032644,640,360,"[315.50976, 0, 110.83008, 33.17004]",4
000000032644,640,360,"[0.0, 0.00018000000000029104, 151.08992, 155.37996]",4
